ID,NegaraID,Negara,KomoditiID,NamaKomoditi,Tahun,Volume,Nilai
263,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2002,3430.579,1733.478
264,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2002,0,0
265,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2002,849.964,1102.028
266,34,India,6,tepung ikan yang tidak baik dimakan manusia,2002,625.821,348.228
267,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2002,0,0
268,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2002,600.68,315.968
269,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2002,3932.896,1845.031
270,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2002,5741.72,3863.879
271,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2002,39992.473,24909.026
272,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2002,4056.578,2256.823
273,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2003,101.859,173.937
274,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2003,0,0
275,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2003,265.931,141.75
276,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2003,0,0
277,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2003,212,127.2
278,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2003,200.259,95.668
279,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2003,20,8.224
280,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2003,7150.9,3377.634
281,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2003,0,0
282,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2003,0,0
283,34,India,6,tepung ikan yang tidak baik dimakan manusia,2003,0,0
284,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2003,0,0
285,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2003,0,0
286,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2003,1775.662,840.167
287,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2003,7530.64,4775.373
288,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2003,26946.037,16448.964
289,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2003,3542.68,3518.638
290,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2004,2890.588,1563.705
291,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2004,0,0
292,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2004,5437.852,3122.494
293,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2004,165.008,101.138
294,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2004,127.9,86.951
295,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2004,1240.94,863.102
296,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2004,38,21.07
297,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2004,12678.701,6833.307
298,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2004,100,53
299,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2004,110,55
300,34,India,6,tepung ikan yang tidak baik dimakan manusia,2004,407,107.376
301,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2004,0,0
302,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2004,0,0
303,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2004,1402.745,754.621
304,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2004,8472.29,6297.992
305,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2004,32931.249,22573.587
306,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2004,3256.94,2222.531
307,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2005,4985.718,2791.165
308,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2005,0,0
309,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2005,6596.63,4064.111
310,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2005,246.961,144.087
311,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2005,765.364,429.352
312,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2005,1971.606,1261.168
313,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2005,32.941,20.52
314,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2005,6411.948,3458.292
315,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2005,0,0
316,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2005,18,11.466
317,34,India,6,tepung ikan yang tidak baik dimakan manusia,2005,189,67.095
318,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2005,0,0
319,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2005,0.001,0.019
320,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2005,1007.565,610.367
321,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2005,21620.9,15137.954
322,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2005,36866.708,25696.775
323,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2005,2074.235,1260.282
324,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2006,1970.902,1108.577
325,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2006,0,0
326,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2006,11919.035,7371.367
327,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2006,355.919,161.151
328,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2006,3993.907,2400.133
329,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2006,12508.894,11785.535
330,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2006,23.416,16.349
331,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2006,2742.759,1694.326
332,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2006,40,32.4
333,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2006,160,138.4
334,34,India,6,tepung ikan yang tidak baik dimakan manusia,2006,168,54.936
335,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2006,0,0
336,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2006,0.001,0.549
337,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2006,639.045,328.907
338,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2006,14229.85,13712.787
339,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2006,25933.353,24770.646
340,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2006,14166.573,12951.156
341,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2007,1506.86,869.743
342,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2007,0,0
343,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2007,11048.26,7258.903
344,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2007,596.476,268.617
345,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2007,1672.816,996.811
346,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2007,1041.952,979.632
347,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2007,0,0
348,9,Malaysia,6,tepung ikan yang tidak baik dimakan manusia,2007,3942,2843.475
349,32,Myanmar,6,tepung ikan yang tidak baik dimakan manusia,2007,0,0
350,33,Vietnam ,6,tepung ikan yang tidak baik dimakan manusia,2007,1252.23,653.692
351,34,India,6,tepung ikan yang tidak baik dimakan manusia,2007,189,66.78
352,35,Pakistan,6,tepung ikan yang tidak baik dimakan manusia,2007,0,0
353,13,Australia,6,tepung ikan yang tidak baik dimakan manusia,2007,0,0
354,14,Amerika Serikat,6,tepung ikan yang tidak baik dimakan manusia,2007,963.909,1053
355,36,Chile,6,tepung ikan yang tidak baik dimakan manusia,2007,5794.642,6399
356,37,Peru,6,tepung ikan yang tidak baik dimakan manusia,2007,22067,22722
357,31,Negara lainnya,6,tepung ikan yang tidak baik dimakan manusia,2007,5609.832,5811.321
358,1,Jepang,6,tepung ikan yang tidak baik dimakan manusia,2008,0.212,0.693
359,2,Hongkong,6,tepung ikan yang tidak baik dimakan manusia,2008,0,0
360,3,Korea Selatan,6,tepung ikan yang tidak baik dimakan manusia,2008,36,37.44
361,4,Taiwan,6,tepung ikan yang tidak baik dimakan manusia,2008,0,0
362,5,Cina,6,tepung ikan yang tidak baik dimakan manusia,2008,105.752,62.922
363,6,Thailand,6,tepung ikan yang tidak baik dimakan manusia,2008,0,0
364,7,Singapura,6,tepung ikan yang tidak baik dimakan manusia,2008,0,0
